"mrun_1","mrun_2"
16257845,27227099
16260814,25719636
16273815,25586967
16369936,26345236
16409452,26399291
16462928,26706391
16503400,27007455
16503912,25952359
16517200,27404615
16521451,19883821
16521451,21989211
16540193,15703365
16544183,21999398
16544183,26614867
16572335,26199865
16572335,26795352
16576322,25945020
16588351,25202256
16592804,3669910
16600469,25258206
16609388,26381850
16693212,26791941
16705436,25990682
16758170,25927033
16873770,24150750
16899523,6916116
16935626,5877877
16945402,12608409
16952751,4313230
16952751,8700710
16982386,12717558
16998631,25957985
17000637,26382302
17020305,26090825
17021085,25352907
17028977,23654233
17044190,13929861
17046034,26126593
17046034,26801056
17079656,26652263
17084535,26330835
17130991,27345958
17171653,18910962
17211927,25674757
17241972,26499700
17244251,19701644
17244251,26395883
17322647,26411437
17327786,334062
17327786,372168
17327786,25543402
17366145,14796713
17366283,23650720
17380515,181608
17417940,26588390
17434680,26315158
17438968,13305523
17452918,26412703
17452918,26428355
17459014,17021085
17459014,25352907
17460384,5199426
17460384,6644109
17460384,25678223
17511326,25666976
17511947,26202335
17549877,26004060
17559355,27240013
17615388,27200361
17664943,9120562
17667011,7303564
17670125,25674370
17695657,25650824
17702602,26170530
17729920,19316859
17738116,8732027
17738116,21082786
17738116,26742050
17741802,13625768
17794059,24749172
17835787,25282343
17835787,26110891
17883681,10272137
17890147,27113887
17918428,15904799
17920212,25388503
17923914,27339843
17977592,26743389
17978771,25405551
18061093,13655649
18061093,26213034
18067916,27629112
18107384,25387922
18156942,26437527
18179348,25425180
18188517,13589239
18191120,27028462
18203130,26194530
18203130,26597158
18211253,10729361
18215397,15258982
18224846,26192614
18239067,26410966
18297484,15231328
18380188,14171129
18409546,16905906
18427788,24602636
18452611,1012574
18470775,25222512
18470775,25359821
18475033,26198213
18496817,17559355
18496817,27240013
18549482,27633942
18574768,26640213
18603031,25942290
18652577,9240256
18684015,10287916
18759785,26798383
18824785,17633942
18855956,26408087
18880720,4374143
18901992,7989926
18901992,25932409
18951497,6567925
19025117,9946654
19048194,26397492
19105745,27031969
19292538,8734677
19309553,26030857
19332259,6729094
19332259,25588126
19332681,21014593
19334635,26505008
19349474,9773009
19349474,25391711
19349474,26040951
19350243,27157440
19399513,26733428
19401450,26176979
19420559,26828845
19434260,22491009
19482012,26333659
19536461,26225380
19547962,25954742
19569816,26375963
19572026,26427065
19609624,26846807
19611317,6313533
19615163,26007272
19625961,25222092
19625961,25952414
19645137,25469847
19701644,26395883
19706776,27046873
19726332,932010
19726332,26587680
19740118,25883462
19782486,26680387
19805331,26996525
19824504,10299780
19824504,11542398
19840636,26061508
19840636,26796095
19840636,27624814
19849115,27251176
19883821,21989211
19893394,18622597
19901540,27625623
19937796,26529321
19943078,19443570
19973248,26014375
19999880,16758170
19999880,25927033
20023482,26932551
20123712,5261297
20123712,25440115
20144107,3145639
20144107,27020169
20146310,21463909
20147898,9855639
20272297,25814076
20272297,27349490
20314323,388790
20314323,25220109
20362298,10194404
20362298,27040411
20373409,27015185
20410180,26282048
20410338,14065768
20410338,26223475
20410338,26434317
20426402,25995566
20459224,4004272
20521621,25668837
20526143,25218615
20532937,26426721
20533650,5311916
20534554,19551608
20578128,5806154
20616000,25699139
20677630,24189130
20695889,26226707
20740204,26333326
20876559,26209423
20897480,22050961
20919556,26411014
20936477,8795862
21014593,26328572
21028854,108909
21047248,26587768
21077431,9633615
21077431,25540069
21082786,8732027
21082786,26742050
21151856,27018462
21158679,25917181
21185526,26190028
21289001,26402972
21358320,27025360
21368019,26215849
21382196,8539311
21422701,8570198
21481676,4175429
21576935,26834551
21589435,27223470
21603217,26090770
21603534,4532192
21604651,5049779
21609189,25254906
21609706,12619710
21609706,25342341
21657755,7933223
21701990,11555264
21701990,25545923
21735466,26191847
21760998,3506299
21807758,22962923
21814401,26994677
21833789,26223648
21856146,26420142
21909205,25289981
21959644,26381171
21961180,2035120
21962772,26216489
21964291,26449525
21999398,26614867
22027717,25297660
22104258,18109839
22149898,27337127
22161228,19805331
22161228,26996525
22173139,4141952
22173139,7652035
22176668,15555367
22260204,26833779
22295385,26130020
22311773,1731088
22311773,26576522
22326516,26420676
22497484,13778983
22507952,19350243
22507952,27157440
22533756,25653087
22533756,26212513
22539949,25544453
22559367,16281445
22596430,26005870
22615483,3064066
22627598,1467513
22627598,9478736
22629978,5470819
22637648,1808669
22637648,22943404
22695025,25372741
22751215,25408004
22751215,26405412
22754713,378187
22754713,26730070
22766841,26218869
22819556,14375524
22823147,26447814
22828395,3067559
22831253,5595310
22881891,25853767
22881938,6948738
22881938,27050400
22940771,11625005
22978130,26744938
22978130,27391419
22990101,26203161
23060814,27030892
23078302,25291601
23096558,2146964
23096558,25777630
23135006,26826458
23137425,19332136
23137425,19837250
23141962,27127161
23239374,26195916
23317639,8637637
23317639,26680253
23337246,25385683
23355749,26161436
23395747,8006567
23411392,2583627
23430111,27632746
23475978,27625382
