"mrun_1","mrun_2"
5129611,26190252
5129611,26216247
5132547,26643645
5133345,8540849
5140984,26167714
5143523,15550117
5164874,25163244
5168375,27624444
5176094,25353014
5186601,8662810
5186601,25307721
5186601,25696412
5197483,5819617
5200148,26997307
5202783,26193003
5203107,6231543
5210456,26906747
5211525,25760292
5211525,27189648
5213712,27049744
5221636,25287137
5233601,23829030
5236289,25908296
5239025,25779171
5240982,12158712
5243227,16953302
5254832,20251371
5260109,25185555
5267832,20267077
5269225,1349119
5276312,26439854
5281342,2376781
5282438,3694769
5287129,9160331
5298385,9873879
5300387,15618069
5304619,124800
5304619,20489731
5310598,25279052
5322028,8163067
5323439,25282162
5334586,26872325
5340700,22730680
5375079,5364676
5378564,26590441
5386675,18628209
5386675,26373161
5390662,13022147
5394466,25781462
5423640,5847627
5423640,14051316
5423640,25688221
5431009,25214467
5432101,26757725
5439050,14384093
5439050,27228407
5454356,26725012
5468941,3105150
5470701,15931165
5470701,27636150
5488357,26911206
5492529,26515044
5494184,3637574
5507435,13262180
5507435,23785639
5509460,15743035
5509858,21652146
5513257,25916018
5516321,26093285
5535720,4954723
5538169,8964177
5538169,16968842
5540336,26907145
5544544,27234954
5546556,27621666
5550185,13638301
5563117,25665356
5565395,20356956
5565395,22332215
5579197,6734063
5580552,19901451
5581435,18191120
5581435,27028462
5584863,21520126
5592304,10721497
5592304,16387532
5598142,23320776
5605277,14231920
5605277,20213455
5631372,22453929
5638635,26587963
5640515,1725307
5640515,25173531
5660265,8416030
5661707,25584822
5666197,25680106
5667535,26173423
5671703,26381092
5695844,9439959
5695886,26882443
5700086,5540245
5700086,20060633
5719988,26664036
5722385,26624401
5726487,27217025
5731196,27016185
5744423,5088205
5744423,23891233
5745940,26733319
5762191,26566456
5764235,20578174
5764235,23202927
5768858,26173263
5771072,22511959
5783926,26746104
5783926,26834916
5796303,25769809
5797902,27039029
5808503,25565251
5819388,26216851
5821916,26721142
5823873,26792377
5823873,27496258
5831746,21684457
5831746,26910878
5844410,3028192
5847627,14051316
5847627,25688221
5850807,17154801
5859717,7875823
5881781,26762647
5883093,25253136
5895498,21800871
5899835,26759371
5904855,27630727
5920078,26360534
5923753,16120038
5923936,27112201
5950881,25584512
5952388,15002657
5952862,25665275
5962742,25443600
5962742,26865884
5968142,8813984
5968142,27231066
5976986,25856929
5978456,25342892
5990291,25288673
5992550,22624636
5999002,3596321
6011521,26046830
6021792,19825259
6022579,19583113
6022579,23567536
6024645,26090768
6025813,11174466
6030247,8641202
6042418,25950092
6042873,25771278
6042941,9937938
6046911,11193679
6055506,26294105
6056694,18909827
6057553,26393039
6063954,26594841
6066270,1958534
6070354,21286223
6070446,26865603
6070862,26822860
6071234,10828535
6073175,25677466
6073175,26742409
6078208,25960264
6084676,26636769
6092944,8704698
6105649,7818293
6105649,26834473
6116420,26295518
6143421,11940234
6144338,314308
6145247,22687928
6149406,15403487
6163541,26009650
6170886,5627322
6180576,27023510
6181684,27628717
6183787,2545809
6184464,23706869
6192082,15357275
6193520,27041595
6193758,19117345
6195636,17753275
6198445,26562582
6204715,22473712
6215567,10507845
6215880,22196412
6222692,25317544
6226271,27239808
6234279,17319036
6234293,21073994
6234930,10487448
6234930,25155444
6242111,25354944
6243821,24904516
6245285,20142447
6245285,25526082
6261745,25933132
6265158,26416963
6271835,26200684
6275081,7035824
6283605,5692680
6287030,26910677
6305259,23394028
6305732,26392211
6306086,12696412
6306086,26115174
6313293,8286190
6316310,26311825
6316399,13230661
6316400,25678397
6319734,22976392
6319734,26373386
6323396,8906530
6323396,25904164
6323829,4480432
6323829,4722136
6323829,26312374
6330512,22812660
6330512,26874004
6337113,5585380
6344052,13639033
6344968,4805703
6346269,25408617
6352146,4444
6354156,22910930
6364691,23589042
6368481,23125701
6369851,27033148
6379229,9021726
6404184,26252342
6421909,18761907
6425076,10538017
6425076,25201734
6431274,20036285
6432549,26134867
6434062,4594815
6443562,26586508
6456465,25730584
6475608,25206546
6475608,25930379
6480198,26128638
6481400,25673965
6496797,16250169
6502496,26009226
6514279,11398326
6514279,26780961
6516845,26181421
6517179,16153583
6519637,25242967
6519975,20021902
6521719,15773413
6533664,15648494
6542308,10253270
6542308,25669868
6543159,27626387
6545263,17118467
6550984,25284050
6556628,26533977
6557790,17500269
6566879,26200640
6567607,26573272
6567607,26820259
6568015,3352792
6568015,26819173
6574017,26508200
6574158,1972061
6581673,26214153
6582679,18862155
6583064,26048690
6586779,8433557
6597160,26447013
6601929,16597612
6614448,26173478
6623689,25648927
6630029,26598850
6633630,835484
6652999,13462891
6661544,25243578
6674895,18058906
6683251,14973720
6683251,25663098
6687765,26412920
6696344,15595875
6702806,11883824
6703224,13750362
6704551,1579809
6704551,26885295
6714902,11798876
6715870,26121872
6721101,6485263
6725490,26807918
6732063,18540402
6732370,17254245
6741885,25259075
6745317,27628656
6747195,27011958
6748660,280452
6748660,26191524
6748660,26521779
6752647,6445134
6758531,1724831
6760279,3665335
6760818,26302304
6760883,26690748
6763052,25676318
6772755,25378399
6774864,26865787
6776394,25588556
6780200,26838475
6782162,25415890
6782335,26209727
6786362,16154509
6790265,19166056
6790265,26565898
6804355,993189
6804355,25307959
6820871,21516192
6820871,26213707
6830728,25893338
6831417,25399253
6836700,11798620
6836700,26278291
6846239,25536328
6850441,11867146
6852782,15509957
6864447,25355945
6864447,26644880
6866938,26276630
6867880,27210688
6875187,8656309
6876889,27203053
6900596,20529263
6900596,26618974
6901539,14479864
6902243,1768176
6902243,12348828
6902931,24284037
6909643,26013143
6915456,11086811
6920094,27622811
6922378,26598085
6923080,3719143
6935255,26138635
6935786,25682751
6935786,26382970
6941345,18382698
6946560,25412199
6950238,12426630
6950238,25021023
6952919,25925928
6952919,25942244
6957185,26362446
6974656,27626053
6975127,5522842
6977573,26653858
6979109,22025565
6984174,2838990
6984534,27507789
6986114,25675507
6994939,2605666
6998299,25548469
7008243,27035398
7008334,19743642
7008334,24688262
7015660,27048609
7016993,14711704
7020143,10860103
7024708,25439213
7024708,26731387
7033336,630055
7033336,26030774
7033336,26093837
7036560,16777103
7047734,27621434
7053348,8533797
7056275,26228214
7060323,26721898
7063276,16862575
7076871,26354816
7090694,24916741
7090694,27230108
7102042,13186093
7112953,24202764
7129213,606101
7129213,10569717
7143329,17487446
7143329,26582567
7157451,26725950
7158711,22077491
7159884,5180713
7194996,21427382
7197333,26313094
7203816,25322054
7205189,15104940
7205189,26597458
7205189,27103981
7208087,27393620
7211617,24835310
7222449,3761823
7225486,26856747
7225603,25288365
7231078,6486993
7231078,24501234
7236617,27052352
7249739,12720132
7251077,25534802
7253650,26595074
7255140,25199435
7264901,25695143
7264901,26224207
7267205,26437377
7272018,27338585
7283266,25235047
7286388,5082899
7286388,11491670
7297720,16411339
7297804,13498274
7298165,7506033
7303537,25212151
7303848,25260148
7312733,20123255
7314104,27019301
7316785,8645663
7316785,25526253
7319622,22725167
7320831,3785206
7325914,23523044
7325914,26349841
7327122,19472946
7332464,26130813
7334425,3796794
7334425,26426719
7336948,27231628
7337228,25907235
7338196,26401502
7340839,5504787
7341712,13271612
7352693,10977539
7355559,25541652
7374050,8267144
7382144,21903396
7397689,26885709
7399479,26167311
7406912,6078208
7406912,25960264
7409069,14956774
7414834,1291497
7414911,23538202
7422207,25482557
7424128,18570265
7428618,25717237
7428618,26019245
7436843,5695071
7444095,6630029
7444095,26598850
7451293,4774000
7453731,26382356
7458515,25717973
7461528,26038242
7462509,1154310
7462509,21534592
7462509,25984091
7470828,26420972
7475117,17582320
7476472,25528386
7477118,25720390
7481979,13359000
7481979,26759427
7484680,25443473
7484680,25889900
7510206,26224608
7510357,26504556
7520129,24641722
7522546,26692895
7529818,27199855
7530852,5026588
7543363,10450680
7552567,26441263
7558695,1987974
7558695,25294939
7562592,18854095
7567028,26437313
7567568,25272306
7569954,24622487
7571731,27630277
7577811,22790644
7578734,27212760
7583488,25674446
7586852,25694719
7591454,25549735
7591454,27349280
7593284,17740674
7602109,26349634
7607088,27631414
7616259,26434326
7618556,26857146
7628315,4128301
7629829,7559503
7629912,25402409
7634443,26216680
7638261,26357219
7644329,18616442
7652035,4141952
7656641,5786115
7660126,25896059
7670072,13700226
7678507,15443970
7678507,27044835
7684567,21093634
7692976,18280919
7699075,12924461
7708192,26660885
7719160,23725044
7723333,18326391
7723576,26715217
7724184,6245958
7749340,26539048
7750019,25774887
7755815,26752750
7762589,26111620
7763316,22769851
7764414,9450586
7770880,26116486
7772345,25886666
7782720,26416633
7794009,18131076
7794009,25664483
7801284,26250489
7803485,26415390
7810176,25269255
7817178,660993
7817178,4879748
7818293,26834473
7825367,15102868
7839331,27055271
7842715,3347499
7872551,1975994
7877441,26382364
7887051,4285922
7889557,19368094
7889557,25645722
7904043,5142780
7904043,12832022
7904043,26926579
7904291,7325914
7904291,23523044
7904291,24143887
7904291,26349841
7920164,16652660
7921797,13126868
7955064,26359486
7956654,25336340
7956654,25424375
7961027,10888490
7963996,26607629
7965564,26171174
7971500,26193117
7976297,26323293
7981798,25527992
7993972,11189140
8004811,27252581
8006868,26660734
8006868,26901854
8015575,26373804
8018330,13825055
8037098,7571791
8045267,27393041
8056971,26042806
8060592,9279515
8062959,25190613
8082668,19617715
8093203,23127236
8099484,26062610
8100695,17787493
8100695,27232531
8101835,27231920
8118288,27107930
8119407,14370817
8141661,25264321
8144579,2770703
8146400,7078326
8146553,25696640
8147241,25698188
8152028,25158250
8154554,6701185
8156535,26360795
8158054,26223889
8173364,420729
8178803,26879115
8187046,26013143
8196218,13737187
8210578,13110708
8212870,25167758
8215793,25230533
8228801,4865501
8228801,20636845
8239842,1170193
8240313,25235999
8240313,26370442
8244768,2898814
8253424,27629982
8259371,25937301
8263037,19531472
8263323,25357920
8276356,27042098
8276961,26087600
8281672,20745534
8285397,26516321
8291771,21421177
8294707,23121068
8313114,25880057
8318032,2540135
8319149,2129570
8323217,27636209
8326753,26219474
8332316,1265776
8335440,27628881
8338977,15153135
8345766,26171055
8351256,8368604
8352577,6616291
8368147,25480799
8377510,27192358
8395260,26317938
8398937,650329
8398937,2958156
8423272,27210206
8424522,25432667
8424522,26703942
8426022,25252874
8426846,25194937
8433482,3194547
8452954,14208064
8454432,13477900
8465057,24153441
8469405,26995682
8471047,20267476
8476560,21965830
8481647,26751635
8488819,10743141
8492497,8630317
8492497,26439945
8497953,25387763
8507578,27200316
8508353,25674099
8510771,26281574
8513673,23674817
8513971,25652087
8517533,25280577
8520827,26030127
8523065,26173675
8532701,18012825
8539691,4946725
8543773,6236261
8544079,7522546
8544079,26692895
8545123,26384798
8546817,4109034
8550895,16092937
8550895,25910303
8555019,26198124
8561926,27220217
8567776,12385404
8572343,25275185
8584684,25650683
8584684,26445147
8589624,22354617
8592217,26511814
8592639,26323002
8594618,2909670
8594618,4956300
8594618,12152035
8602086,7545723
8607054,4440099
8612042,25565320
8615412,26345317
8625717,20544702
8630317,26439945
8631194,26281076
8633935,26043914
8636416,27214340
8645663,25526253
8649267,26703788
8657110,7583488
8657110,25674446
8660385,5741890
8662810,25307721
8662810,25696412
8663201,11596792
